# Offset: This is a mean heightmap giving the prior mean of a particular
# boundary. Control points deform this offset. This file can be high resolution
# (much greater than the number of control points for instance), because linear
# interpolation is used to create voxelisations.
# The top left of this file is
# the northern-most, western-most depth value. Positive number indicate
# increasing depth. Units are in metres, except if BoundariesAreTimes flag is
# true (and it is not the first layer), in which case they are in seconds and
# represent two-way times. The distances are computed through the P-wave
# velocity parameter.

1726.9,1726.9,1726.9,1726.9,1776.8,1790.2,1785.7,1776.9,1775.5,1758.6,1741.4,1749.7,1785.0,1824.2,1854.1,1853.9,1834.0,1804.1,1787.0,1781.6,1784.0,1789.7,1796.3,1796.3,1796.3,1796.3
1732.8,1732.8,1732.8,1732.8,1749.0,1759.4,1776.6,1764.0,1744.3,1734.1,1703.8,1695.7,1688.5,1746.0,1792.1,1813.7,1816.0,1802.0,1785.5,1779.2,1780.2,1784.7,1790.8,1790.8,1790.8,1790.8
1736.8,1736.8,1736.8,1736.8,1725.0,1692.3,1676.2,1722.7,1734.2,1727.6,1686.0,1643.6,1609.4,1653.3,1723.8,1764.5,1788.0,1786.5,1776.3,1771.6,1774.2,1778.9,1784.7,1784.7,1784.7,1784.7
1747.0,1747.0,1747.0,1747.0,1721.7,1681.8,1650.5,1667.0,1746.4,1739.2,1700.2,1648.0,1612.5,1621.3,1687.0,1731.8,1763.2,1762.1,1759.2,1758.3,1763.0,1769.7,1776.6,1776.6,1776.6,1776.6
1763.0,1763.0,1763.0,1763.0,1728.8,1693.6,1669.0,1666.4,1710.1,1731.5,1712.5,1668.8,1641.8,1641.8,1672.1,1709.5,1728.9,1736.1,1738.9,1743.0,1749.2,1758.0,1766.9,1766.9,1766.9,1766.9
1772.1,1772.1,1772.1,1772.1,1743.2,1714.2,1691.6,1690.6,1700.1,1718.4,1727.8,1712.0,1692.3,1680.8,1689.7,1703.9,1710.3,1722.6,1726.2,1731.0,1737.8,1745.8,1755.1,1755.1,1755.1,1755.1
1769.2,1769.2,1769.2,1769.2,1749.2,1725.8,1704.4,1692.4,1703.8,1721.1,1739.0,1739.8,1733.4,1728.2,1726.4,1728.1,1726.6,1725.9,1722.8,1724.3,1731.5,1739.7,1747.8,1747.8,1747.8,1747.8
1761.1,1761.1,1761.1,1761.1,1747.9,1729.7,1712.5,1700.5,1704.8,1723.3,1744.6,1756.2,1760.2,1760.0,1760.5,1760.8,1756.6,1746.7,1739.4,1734.6,1736.8,1741.4,1747.2,1747.2,1747.2,1747.2
1748.3,1748.3,1748.3,1748.3,1741.5,1729.3,1716.0,1706.1,1706.7,1718.9,1738.6,1756.7,1771.2,1777.9,1779.7,1783.1,1779.3,1767.7,1756.6,1749.7,1747.7,1748.7,1751.4,1751.4,1751.4,1751.4
1735.3,1735.3,1735.3,1735.3,1733.4,1726.3,1715.6,1707.3,1705.2,1711.9,1726.9,1746.1,1765.5,1779.0,1787.5,1792.5,1791.2,1782.6,1772.1,1763.9,1760.1,1758.3,1758.8,1758.8,1758.8,1758.8
1725.5,1725.5,1725.5,1725.5,1725.7,1722.8,1714.5,1707.0,1703.5,1705.7,1715.8,1731.7,1750.7,1765.2,1776.0,1783.8,1787.7,1786.0,1778.8,1773.5,1770.4,1768.6,1768.4,1768.4,1768.4,1768.4
1725.5,1725.5,1725.5,1725.5,1725.7,1722.8,1714.5,1707.0,1703.5,1705.7,1715.8,1731.7,1750.7,1765.2,1776.0,1783.8,1787.7,1786.0,1778.8,1773.5,1770.4,1768.6,1768.4,1768.4,1768.4,1768.4
1725.5,1725.5,1725.5,1725.5,1725.7,1722.8,1714.5,1707.0,1703.5,1705.7,1715.8,1731.7,1750.7,1765.2,1776.0,1783.8,1787.7,1786.0,1778.8,1773.5,1770.4,1768.6,1768.4,1768.4,1768.4,1768.4
1725.5,1725.5,1725.5,1725.5,1725.7,1722.8,1714.5,1707.0,1703.5,1705.7,1715.8,1731.7,1750.7,1765.2,1776.0,1783.8,1787.7,1786.0,1778.8,1773.5,1770.4,1768.6,1768.4,1768.4,1768.4,1768.4
